timestamp,id_tps,nama_lokasi,latitude,longitude,level_kepenuhan,berat_kg,status_tutup,status_bau
2025-11-23 20:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,38,4.76,Buka,Normal
2025-11-23 20:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,21,2.39,Tutup,Normal
2025-11-23 20:58:05.395279,TPS-08,Selagalas,-8.575,116.14,47,8.67,Tutup,Normal
2025-11-23 20:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,73,9.95,Tutup,Normal
2025-11-23 20:58:05.395279,TPS-10,Bertais,-8.595,116.15,19,2.29,Tutup,Normal
2025-11-23 20:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,47,9.01,Tutup,Normal
2025-11-23 20:58:05.395279,TPS-12,Rembiga,-8.555,116.11,50,8.39,Tutup,Normal
2025-11-23 20:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,52,7.56,Tutup,Normal
2025-11-23 20:58:05.395279,TPS-14,Gomong,-8.59,116.095,30,4.41,Tutup,Normal
2025-11-23 20:58:05.395279,TPS-15,Kekalik,-8.598,116.09,3,2.1,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,54,7.88,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,36,7.17,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,53,7.05,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,7,0.35,Buka,Normal
2025-11-23 21:58:05.395279,TPS-05,Pagutan,-8.6,116.105,15,2.0,Buka,Normal
2025-11-23 21:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,23,3.46,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,10,2.27,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-08,Selagalas,-8.575,116.14,9,2.19,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,19,4.59,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-10,Bertais,-8.595,116.15,42,6.32,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,6,2.59,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-12,Rembiga,-8.555,116.11,17,3.86,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,26,4.63,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-14,Gomong,-8.59,116.095,26,3.07,Tutup,Normal
2025-11-23 21:58:05.395279,TPS-15,Kekalik,-8.598,116.09,11,3.04,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,47,6.93,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,20,4.35,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,17,3.62,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,54,8.34,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-05,Pagutan,-8.6,116.105,14,2.66,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,3,0.25,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,21,4.08,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-08,Selagalas,-8.575,116.14,19,3.5,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,62,9.26,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-10,Bertais,-8.595,116.15,23,2.87,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,39,6.77,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-12,Rembiga,-8.555,116.11,27,3.2,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,16,1.53,Tutup,Normal
2025-11-23 22:58:05.395279,TPS-14,Gomong,-8.59,116.095,12,1.11,Buka,Normal
2025-11-23 22:58:05.395279,TPS-15,Kekalik,-8.598,116.09,14,2.23,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,12,1.15,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,26,4.1,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,33,5.03,Buka,Normal
2025-11-23 23:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,39,4.95,Buka,Normal
2025-11-23 23:58:05.395279,TPS-05,Pagutan,-8.6,116.105,18,2.33,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,47,7.62,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,51,7.87,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-08,Selagalas,-8.575,116.14,35,6.91,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,69,12.33,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-10,Bertais,-8.595,116.15,71,10.81,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,27,4.99,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-12,Rembiga,-8.555,116.11,18,4.4,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,39,7.1,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-14,Gomong,-8.59,116.095,22,3.56,Tutup,Normal
2025-11-23 23:58:05.395279,TPS-15,Kekalik,-8.598,116.09,49,9.21,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,8,0.21,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,29,5.78,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,18,2.7,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,47,8.11,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-05,Pagutan,-8.6,116.105,57,9.02,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,13,1.81,Buka,Normal
2025-11-24 00:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,30,3.58,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-08,Selagalas,-8.575,116.14,5,1.89,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,15,3.15,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-10,Bertais,-8.595,116.15,52,9.44,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,9,2.04,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-12,Rembiga,-8.555,116.11,26,5.07,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,5,1.74,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-14,Gomong,-8.59,116.095,59,9.28,Tutup,Normal
2025-11-24 00:58:05.395279,TPS-15,Kekalik,-8.598,116.09,16,4.24,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,31,4.84,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,59,9.68,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,36,5.22,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,30,5.79,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-05,Pagutan,-8.6,116.105,1,0.0,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,22,4.81,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,34,6.13,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-08,Selagalas,-8.575,116.14,44,7.89,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,30,5.51,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-10,Bertais,-8.595,116.15,38,6.72,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,56,9.35,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-12,Rembiga,-8.555,116.11,3,0.89,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,56,8.32,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-14,Gomong,-8.59,116.095,49,9.1,Tutup,Normal
2025-11-24 01:58:05.395279,TPS-15,Kekalik,-8.598,116.09,55,8.49,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,2,1.0,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,4,0.0,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,54,9.71,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,43,8.38,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-05,Pagutan,-8.6,116.105,58,10.53,Buka,Normal
2025-11-24 02:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,48,8.58,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,50,6.56,Buka,Normal
2025-11-24 02:58:05.395279,TPS-08,Selagalas,-8.575,116.14,10,1.64,Buka,Normal
2025-11-24 02:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,34,4.5,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-10,Bertais,-8.595,116.15,51,7.34,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,21,4.53,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-12,Rembiga,-8.555,116.11,10,0.72,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,34,6.89,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-14,Gomong,-8.59,116.095,33,5.32,Tutup,Normal
2025-11-24 02:58:05.395279,TPS-15,Kekalik,-8.598,116.09,16,3.66,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,9,2.61,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,20,3.31,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,54,8.3,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,53,8.42,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-05,Pagutan,-8.6,116.105,16,3.12,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,20,2.93,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,54,7.96,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-08,Selagalas,-8.575,116.14,4,0.55,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,21,2.81,Buka,Normal
2025-11-24 03:58:05.395279,TPS-10,Bertais,-8.595,116.15,47,6.68,Buka,Normal
2025-11-24 03:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,39,5.7,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-12,Rembiga,-8.555,116.11,53,8.64,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,28,5.72,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-14,Gomong,-8.59,116.095,35,5.57,Tutup,Normal
2025-11-24 03:58:05.395279,TPS-15,Kekalik,-8.598,116.09,34,6.67,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,39,5.9,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,48,8.43,Buka,Normal
2025-11-24 04:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,35,6.58,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,55,9.29,Buka,Normal
2025-11-24 04:58:05.395279,TPS-05,Pagutan,-8.6,116.105,51,8.3,Buka,Normal
2025-11-24 04:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,36,6.23,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,32,4.54,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-08,Selagalas,-8.575,116.14,48,8.46,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,15,2.51,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-10,Bertais,-8.595,116.15,73,10.01,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,21,5.02,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-12,Rembiga,-8.555,116.11,28,4.83,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,36,4.53,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-14,Gomong,-8.59,116.095,4,0.88,Tutup,Normal
2025-11-24 04:58:05.395279,TPS-15,Kekalik,-8.598,116.09,49,6.89,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,25,3.32,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,33,5.99,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,13,1.16,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,46,8.02,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-05,Pagutan,-8.6,116.105,18,3.51,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,29,6.26,Buka,Normal
2025-11-24 05:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,37,6.0,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-08,Selagalas,-8.575,116.14,37,5.85,Buka,Normal
2025-11-24 05:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,16,4.38,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-10,Bertais,-8.595,116.15,36,4.73,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,10,1.43,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-12,Rembiga,-8.555,116.11,19,3.07,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,36,5.32,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-14,Gomong,-8.59,116.095,29,4.51,Tutup,Normal
2025-11-24 05:58:05.395279,TPS-15,Kekalik,-8.598,116.09,22,4.89,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,3,0.0,Buka,Normal
2025-11-24 06:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,51,6.82,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,38,7.43,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,25,3.39,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-05,Pagutan,-8.6,116.105,55,8.19,Buka,Normal
2025-11-24 06:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,59,10.51,Buka,Normal
2025-11-24 06:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,38,5.24,Buka,Normal
2025-11-24 06:58:05.395279,TPS-08,Selagalas,-8.575,116.14,21,3.67,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,25,2.88,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-10,Bertais,-8.595,116.15,40,7.25,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,39,7.27,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-12,Rembiga,-8.555,116.11,44,6.68,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,55,9.67,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-14,Gomong,-8.59,116.095,39,7.69,Tutup,Normal
2025-11-24 06:58:05.395279,TPS-15,Kekalik,-8.598,116.09,57,10.54,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,11,0.93,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,11,1.0,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,0,1.27,Buka,Normal
2025-11-24 07:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,40,5.59,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-05,Pagutan,-8.6,116.105,21,4.08,Buka,Normal
2025-11-24 07:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,49,7.89,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,11,3.45,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-08,Selagalas,-8.575,116.14,47,8.19,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,20,3.92,Buka,Normal
2025-11-24 07:58:05.395279,TPS-10,Bertais,-8.595,116.15,49,6.77,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,36,4.51,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-12,Rembiga,-8.555,116.11,18,4.1,Buka,Normal
2025-11-24 07:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,33,5.95,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-14,Gomong,-8.59,116.095,54,9.96,Tutup,Normal
2025-11-24 07:58:05.395279,TPS-15,Kekalik,-8.598,116.09,28,4.91,Buka,Normal
2025-11-24 08:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,36,4.67,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,47,8.22,Buka,Normal
2025-11-24 08:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,3,2.29,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,37,5.44,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-05,Pagutan,-8.6,116.105,29,4.39,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,31,4.07,Buka,Normal
2025-11-24 08:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,40,7.37,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-08,Selagalas,-8.575,116.14,24,3.36,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,44,7.58,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-10,Bertais,-8.595,116.15,26,4.47,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,44,7.54,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-12,Rembiga,-8.555,116.11,28,5.15,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,29,5.23,Tutup,Normal
2025-11-24 08:58:05.395279,TPS-14,Gomong,-8.59,116.095,39,5.71,Buka,Normal
2025-11-24 08:58:05.395279,TPS-15,Kekalik,-8.598,116.09,46,8.32,Buka,Normal
2025-11-24 09:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,28,5.37,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,41,6.52,Buka,Normal
2025-11-24 09:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,35,5.19,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,34,4.49,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-05,Pagutan,-8.6,116.105,43,7.98,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,12,3.33,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,43,7.61,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-08,Selagalas,-8.575,116.14,22,3.06,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,71,11.23,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-10,Bertais,-8.595,116.15,42,6.91,Buka,Normal
2025-11-24 09:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,38,6.32,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-12,Rembiga,-8.555,116.11,0,1.26,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,42,7.46,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-14,Gomong,-8.59,116.095,46,8.81,Tutup,Normal
2025-11-24 09:58:05.395279,TPS-15,Kekalik,-8.598,116.09,38,7.67,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,44,8.29,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,34,6.82,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,32,5.8,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,57,10.44,Buka,Normal
2025-11-24 10:58:05.395279,TPS-05,Pagutan,-8.6,116.105,18,3.14,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,51,8.81,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,33,5.49,Buka,Normal
2025-11-24 10:58:05.395279,TPS-08,Selagalas,-8.575,116.14,11,1.21,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-09,Cakranegara,-8.59,116.13,53,7.47,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-10,Bertais,-8.595,116.15,67,11.23,Buka,Normal
2025-11-24 10:58:05.395279,TPS-11,Sayang-Sayang,-8.56,116.13,10,0.78,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-12,Rembiga,-8.555,116.11,55,9.25,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-13,Dasan Agung,-8.585,116.1,52,7.79,Tutup,Normal
2025-11-24 10:58:05.395279,TPS-14,Gomong,-8.59,116.095,6,1.55,Buka,Normal
2025-11-24 10:58:05.395279,TPS-15,Kekalik,-8.598,116.09,4,0.86,Tutup,Normal
2025-11-24 11:58:05.395279,TPS-01,Ampenan Selatan,-8.5724,116.071,31,3.82,Tutup,Normal
2025-11-24 11:58:05.395279,TPS-02,Taman Sari,-8.568,116.085,81,11.21,Tutup,Normal
2025-11-24 11:58:05.395279,TPS-03,Pejeruk,-8.575,116.08,50,8.41,Tutup,Normal
2025-11-24 11:58:05.395279,TPS-04,Kebun Sari,-8.58,116.088,74,12.28,Tutup,Normal
2025-11-24 11:58:05.395279,TPS-05,Pagutan,-8.6,116.105,44,5.77,Tutup,Normal
2025-11-24 11:58:05.395279,TPS-06,Pagesangan,-8.61,116.11,41,6.27,Tutup,Normal
2025-11-24 11:58:05.395279,TPS-07,Mataram Timur,-8.583,116.12,60,10.62,Tutup,Normal
